"","year","Infant mortality rate","Neonatal mortality rate","Under 5 mortality rate","Maternal Mortality rate","ISO"
"3998",2017,NA,NA,NA,21,"PRI"
"3999",2018,NA,NA,NA,NA,"PRI"
"4000",2019,NA,NA,NA,NA,"PRI"
"4001",2000,10.7,6.6,12.5,14,"QAT"
"4002",2001,10.3,6.3,12,14,"QAT"
"4003",2002,10,6.1,11.6,13,"QAT"
"4004",2003,9.6,5.9,11.2,13,"QAT"
"4005",2004,9.3,5.8,10.8,13,"QAT"
"4006",2005,8.9,5.6,10.4,12,"QAT"
"4007",2006,8.7,5.3,10.1,11,"QAT"
"4008",2007,8.4,5.1,9.8,11,"QAT"
"4009",2008,8.2,4.9,9.6,11,"QAT"
"4010",2009,8,4.7,9.4,10,"QAT"
"4011",2010,7.8,4.5,9.1,10,"QAT"
"4012",2011,7.6,4.4,8.9,10,"QAT"
"4013",2012,7.4,4.2,8.7,10,"QAT"
"4014",2013,7.2,4.1,8.4,10,"QAT"
"4015",2014,7,4,8.1,10,"QAT"
"4016",2015,6.7,3.9,7.8,9,"QAT"
"4017",2016,6.3,3.9,7.4,9,"QAT"
"4018",2017,6,3.8,7,9,"QAT"
"4019",2018,5.6,3.8,6.6,NA,"QAT"
"4020",2019,5.3,3.7,6.1,NA,"QAT"
"4021",2000,18.1,10.5,21.6,54,"ROU"
"4022",2001,17.3,9.9,20.5,49,"ROU"
"4023",2002,17,9.6,20.1,47,"ROU"
"4024",2003,17,9.4,20,43,"ROU"
"4025",2004,16.5,9.1,19.4,39,"ROU"
"4026",2005,15.5,8.5,18.1,35,"ROU"
"4027",2006,14.2,7.7,16.6,32,"ROU"
"4028",2007,13,6.9,15.2,30,"ROU"
"4029",2008,11.9,6.3,14,28,"ROU"
"4030",2009,11.1,5.8,13.1,28,"ROU"
"4031",2010,10.5,5.4,12.4,27,"ROU"
"4032",2011,10,5.2,11.8,24,"ROU"
"4033",2012,9.5,5.1,11.2,23,"ROU"
"4034",2013,8.9,5,10.6,21,"ROU"
"4035",2014,8.3,4.7,9.9,21,"ROU"
"4036",2015,7.7,4.3,9.2,21,"ROU"
"4037",2016,7,3.9,8.5,21,"ROU"
"4038",2017,6.5,3.6,7.9,19,"ROU"
"4039",2018,6.1,3.4,7.4,NA,"ROU"
"4040",2019,5.8,3.4,7.1,NA,"ROU"
"4041",2000,15.5,9,19.3,56,"RUS"
"4042",2001,14.7,8.6,18.3,53,"RUS"
"4043",2002,13.8,8,17.2,51,"RUS"
"4044",2003,12.9,7.3,16.1,49,"RUS"
"4045",2004,12,6.8,14.9,45,"RUS"
"4046",2005,11.1,6.4,13.8,42,"RUS"
"4047",2006,10.3,6,12.8,36,"RUS"
"4048",2007,9.6,5.4,11.9,32,"RUS"
"4049",2008,9,4.9,11.2,30,"RUS"
"4050",2009,8.6,4.6,10.7,27,"RUS"
"4051",2010,8.3,4.6,10.4,25,"RUS"
"4052",2011,8.1,4.7,10.1,23,"RUS"
"4053",2012,7.9,4.7,9.8,22,"RUS"
"4054",2013,7.6,4.6,9.4,20,"RUS"
"4055",2014,7.2,4.4,8.9,19,"RUS"
"4056",2015,6.6,4,8.2,18,"RUS"
"4057",2016,6.1,3.5,7.5,18,"RUS"
"4058",2017,5.5,3.2,6.9,17,"RUS"
"4059",2018,5.1,2.9,6.3,NA,"RUS"
"4060",2019,4.7,2.6,5.8,NA,"RUS"
"4061",2000,109.5,43.2,185.2,1160,"RWA"
"4062",2001,100,40.2,167.4,1100,"RWA"
"4063",2002,90.3,37.3,149.6,961,"RWA"
"4064",2003,81.4,34.6,133.5,870,"RWA"
"4065",2004,72.8,32.1,118.6,758,"RWA"
"4066",2005,65.5,30,105.4,643,"RWA"
"4067",2006,59.3,28.1,93.9,541,"RWA"
"4068",2007,54.4,26.5,84.4,469,"RWA"
"4069",2008,50.2,25.1,76.3,427,"RWA"
"4070",2009,47,24,69.6,424,"RWA"
"4071",2010,44,23,63.8,373,"RWA"
"4072",2011,40.6,22.1,58.6,349,"RWA"
"4073",2012,38.8,21.3,54.9,329,"RWA"
"4074",2013,37.1,20.7,52,308,"RWA"
"4075",2014,35.7,20.2,49.7,291,"RWA"
"4076",2015,34.6,19.7,47.7,275,"RWA"
"4077",2016,33.7,19.3,46,260,"RWA"
"4078",2017,32.9,19,44.6,248,"RWA"
"4079",2018,32,18.6,43.4,NA,"RWA"
"4080",2019,31.1,18.2,41.9,NA,"RWA"
"4081",2000,18.1,8.7,21.2,88,"WSM"
"4082",2001,17.6,8.4,20.6,85,"WSM"
"4083",2002,17.1,8.2,20.1,84,"WSM"
"4084",2003,16.8,8,19.7,80,"WSM"
"4085",2004,16.6,7.8,19.4,74,"WSM"
"4086",2005,16.5,7.8,19.3,72,"WSM"
"4087",2006,16.5,7.7,19.3,66,"WSM"
"4088",2007,16.5,7.7,19.3,62,"WSM"
"4089",2008,16.5,7.8,19.3,60,"WSM"
"4090",2009,18.8,7.9,25.7,58,"WSM"
"4091",2010,16.6,7.8,19.3,58,"WSM"
"4092",2011,16.5,7.8,19.2,54,"WSM"
"4093",2012,16.4,7.7,19.1,52,"WSM"
"4094",2013,16.2,7.6,18.9,48,"WSM"
"4095",2014,16.1,7.5,18.7,47,"WSM"
"4096",2015,15.9,7.4,18.6,45,"WSM"
"4097",2016,15.7,7.3,18.4,44,"WSM"
"4098",2017,15.5,7.2,18.1,43,"WSM"
"4099",2018,15.3,7,17.8,NA,"WSM"
"4100",2019,15,6.9,17.4,NA,"WSM"
"4101",2000,5,2.8,5.6,NA,"SMR"
"4102",2001,4.6,2.6,5.2,NA,"SMR"
"4103",2002,4.3,2.4,4.8,NA,"SMR"
"4104",2003,4,2.2,4.5,NA,"SMR"
"4105",2004,3.7,2,4.2,NA,"SMR"
"4106",2005,3.4,1.8,3.9,NA,"SMR"
"4107",2006,3.2,1.7,3.6,NA,"SMR"
"4108",2007,3,1.6,3.4,NA,"SMR"
"4109",2008,2.9,1.5,3.2,NA,"SMR"
"4110",2009,2.7,1.4,3,NA,"SMR"
"4111",2010,2.5,1.3,2.9,NA,"SMR"
"4112",2011,2.4,1.3,2.7,NA,"SMR"
"4113",2012,2.3,1.2,2.6,NA,"SMR"
"4114",2013,2.2,1.1,2.4,NA,"SMR"
"4115",2014,2.1,1.1,2.3,NA,"SMR"
"4116",2015,1.9,1,2.2,NA,"SMR"
"4117",2016,1.9,1,2.1,NA,"SMR"
"4118",2017,1.8,0.9,2,NA,"SMR"
"4119",2018,1.7,0.9,1.9,NA,"SMR"
"4120",2019,1.6,0.8,1.8,NA,"SMR"
"4121",2000,54.3,22.2,82,179,"STP"
"4122",2001,51.2,21.8,76.5,173,"STP"
"4123",2002,48,21.3,71,169,"STP"
"4124",2003,45,20.6,65.6,167,"STP"
"4125",2004,42.1,19.8,60.4,166,"STP"
"4126",2005,39.3,19.1,55.5,163,"STP"
"4127",2006,36.6,18.5,50.9,158,"STP"
"4128",2007,34.2,17.9,46.7,154,"STP"
"4129",2008,31.9,17.4,42.9,150,"STP"
"4130",2009,29.7,16.8,39.3,145,"STP"
"4131",2010,27.6,16.1,36.1,140,"STP"
"4132",2011,25.7,15.1,33,137,"STP"
"4133",2012,23.7,14,30.2,134,"STP"
"4134",2013,22,13,27.7,132,"STP"
"4135",2014,20.1,12,25.3,131,"STP"
"4136",2015,18.5,11.1,23.1,130,"STP"
"4137",2016,16.9,10.2,21.2,130,"STP"
"4138",2017,15.5,9.4,19.5,130,"STP"
"4139",2018,14.4,8.8,18.1,NA,"STP"
"4140",2019,13.5,8.2,17,NA,"STP"
"4141",2000,18.8,11.5,22,24,"SAU"
"4142",2001,17.7,10.8,20.7,24,"SAU"
"4143",2002,16.7,10.2,19.6,23,"SAU"
"4144",2003,15.8,9.6,18.5,23,"SAU"
"4145",2004,15,9,17.4,22,"SAU"
"4146",2005,14.2,8.5,16.5,22,"SAU"
"4147",2006,13.4,8.1,15.5,21,"SAU"
"4148",2007,12.6,7.6,14.7,21,"SAU"
"4149",2008,11.9,7.1,13.8,20,"SAU"
"4150",2009,11.2,6.7,13,20,"SAU"
"4151",2010,10.5,6.3,12.3,19,"SAU"
"4152",2011,9.9,5.9,11.5,18,"SAU"
"4153",2012,9.3,5.6,10.8,18,"SAU"
"4154",2013,8.8,5.2,10.2,17,"SAU"
"4155",2014,8.3,4.9,9.6,17,"SAU"
"4156",2015,7.8,4.6,9.1,17,"SAU"
"4157",2016,7.3,4.3,8.6,17,"SAU"
"4158",2017,6.9,4.1,8.1,17,"SAU"
"4159",2018,6.6,3.8,7.7,NA,"SAU"
"4160",2019,6.3,3.6,7.3,NA,"SAU"
"4161",2000,67.7,38.2,129.5,553,"SEN"
"4162",2001,65.2,37.2,122.9,545,"SEN"
"4163",2002,62.3,36,115.1,537,"SEN"
"4164",2003,59.2,34.7,107,532,"SEN"
"4165",2004,56.1,33.4,99.1,526,"SEN"
"4166",2005,53.2,32.1,91.8,519,"SEN"
"4167",2006,50.6,30.8,85.2,514,"SEN"
"4168",2007,48.2,29.6,79.4,504,"SEN"
"4169",2008,46.1,28.6,74.3,492,"SEN"
"4170",2009,44.1,27.6,69.8,472,"SEN"
"4171",2010,42.4,26.8,65.7,447,"SEN"
"4172",2011,40.7,26,62.1,423,"SEN"
"4173",2012,39.2,25.3,58.7,400,"SEN"
"4174",2013,37.6,24.7,55.4,381,"SEN"
"4175",2014,36.2,24.2,52.3,364,"SEN"
"4176",2015,34.7,23.7,49.4,346,"SEN"
"4177",2016,33.3,23.1,46.5,330,"SEN"
"4178",2017,32,22.4,44,315,"SEN"
"4179",2018,30.8,21.8,41.7,NA,"SEN"
"4180",2019,29.8,21.1,39.7,NA,"SEN"
"4181",2000,10.9,7.8,12.6,13,"SRB"
"4182",2001,10.6,7.5,12.2,13,"SRB"
"4183",2002,9.9,7.1,11.5,13,"SRB"
"4184",2003,9.1,6.5,10.5,13,"SRB"
"4185",2004,8.4,6,9.7,13,"SRB"
"4186",2005,7.7,5.6,8.9,12,"SRB"
"4187",2006,7.3,5.2,8.4,12,"SRB"
"4188",2007,7,5.1,8.1,12,"SRB"
"4189",2008,6.9,5,8,12,"SRB"
"4190",2009,6.7,4.9,7.8,12,"SRB"
"4191",2010,6.6,4.8,7.6,12,"SRB"
"4192",2011,6.4,4.7,7.4,12,"SRB"
"4193",2012,6.2,4.5,7.1,12,"SRB"
"4194",2013,5.9,4.4,6.9,12,"SRB"
"4195",2014,5.7,4.2,6.6,12,"SRB"
"4196",2015,5.4,4,6.3,13,"SRB"
"4197",2016,5.2,3.8,6,12,"SRB"
"4198",2017,5.1,3.7,5.9,12,"SRB"
"4199",2018,5,3.6,5.8,NA,"SRB"
"4200",2019,4.9,3.6,5.7,NA,"SRB"
"4201",2000,11.8,8.7,13.8,53,"SYC"
"4202",2001,11.8,8.7,13.7,54,"SYC"
"4203",2002,11.8,8.6,13.7,54,"SYC"
"4204",2003,11.8,8.6,13.7,54,"SYC"
"4205",2004,11.8,8.6,13.7,55,"SYC"
"4206",2005,11.8,8.6,13.7,55,"SYC"
"4207",2006,11.9,8.6,13.8,55,"SYC"
"4208",2007,11.9,8.6,13.8,55,"SYC"
"4209",2008,12,8.6,13.9,55,"SYC"
"4210",2009,12,8.6,14,55,"SYC"
"4211",2010,12.1,8.7,14.1,55,"SYC"
"4212",2011,12.2,8.7,14.2,55,"SYC"
"4213",2012,12.4,8.8,14.4,55,"SYC"
"4214",2013,12.5,8.9,14.5,55,"SYC"
"4215",2014,12.6,8.9,14.7,55,"SYC"
"4216",2015,12.7,9,14.8,54,"SYC"
"4217",2016,12.8,9,14.8,54,"SYC"
"4218",2017,12.7,8.9,14.7,53,"SYC"
"4219",2018,12.5,8.8,14.5,NA,"SYC"
"4220",2019,12.3,8.6,14.3,NA,"SYC"
"4221",2000,138.1,48.4,224.9,2480,"SLE"
"4222",2001,135.6,47.8,219.4,2250,"SLE"
"4223",2002,132.9,47.2,213.9,2080,"SLE"
"4224",2003,130.2,46.5,208.1,1960,"SLE"
"4225",2004,127.2,45.7,202,1850,"SLE"
"4226",2005,124.1,44.9,195.5,1760,"SLE"
"4227",2006,120.9,44.1,188.9,1680,"SLE"
"4228",2007,117.6,43.1,182,1610,"SLE"
"4229",2008,114.2,41.9,174.9,1530,"SLE"
"4230",2009,110.6,40.7,167.7,1450,"SLE"
"4231",2010,107.2,39.5,160.6,1360,"SLE"
"4232",2011,103.8,38.4,153.8,1270,"SLE"
"4233",2012,100.7,37.4,147.3,1210,"SLE"
"4234",2013,97.7,36.5,141.2,1180,"SLE"
"4235",2014,95.6,35.7,139.2,1190,"SLE"
"4236",2015,95.1,35,140.2,1180,"SLE"
"4237",2016,89.7,34.1,125.4,1120,"SLE"
"4238",2017,87.3,33.4,120.7,1120,"SLE"
"4239",2018,84.8,32.7,116.2,NA,"SLE"
"4240",2019,82.4,32,111.9,NA,"SLE"
"4241",2000,3,1.6,3.9,13,"SGP"
"4242",2001,2.8,1.5,3.6,13,"SGP"
"4243",2002,2.6,1.4,3.4,14,"SGP"
"4244",2003,2.5,1.3,3.2,13,"SGP"
"4245",2004,2.4,1.3,3,14,"SGP"
"4246",2005,2.3,1.2,2.9,13,"SGP"
"4247",2006,2.3,1.2,2.9,13,"SGP"
"4248",2007,2.3,1.2,2.9,12,"SGP"
"4249",2008,2.3,1.2,2.8,11,"SGP"
"4250",2009,2.3,1.2,2.8,10,"SGP"
"4251",2010,2.3,1.1,2.8,10,"SGP"
"4252",2011,2.2,1.1,2.8,10,"SGP"
"4253",2012,2.2,1.1,2.8,10,"SGP"
"4254",2013,2.2,1,2.8,9,"SGP"
"4255",2014,2.2,1,2.7,8,"SGP"
"4256",2015,2.2,1,2.7,9,"SGP"
"4257",2016,2.2,1,2.7,8,"SGP"
"4258",2017,2.2,1,2.6,8,"SGP"
"4259",2018,2.1,0.9,2.5,NA,"SGP"
"4260",2019,2,0.8,2.4,NA,"SGP"
"4261",2000,NA,NA,NA,NA,"SXM"
"4262",2001,NA,NA,NA,NA,"SXM"
"4263",2002,NA,NA,NA,NA,"SXM"
"4264",2003,NA,NA,NA,NA,"SXM"
"4265",2004,NA,NA,NA,NA,"SXM"
"4266",2005,NA,NA,NA,NA,"SXM"
"4267",2006,NA,NA,NA,NA,"SXM"
"4268",2007,NA,NA,NA,NA,"SXM"
"4269",2008,NA,NA,NA,NA,"SXM"
"4270",2009,NA,NA,NA,NA,"SXM"
"4271",2010,NA,NA,NA,NA,"SXM"
"4272",2011,NA,NA,NA,NA,"SXM"
"4273",2012,NA,NA,NA,NA,"SXM"
"4274",2013,NA,NA,NA,NA,"SXM"
"4275",2014,NA,NA,NA,NA,"SXM"
"4276",2015,NA,NA,NA,NA,"SXM"
"4277",2016,NA,NA,NA,NA,"SXM"
"4278",2017,NA,NA,NA,NA,"SXM"
"4279",2018,NA,NA,NA,NA,"SXM"
"4280",2019,NA,NA,NA,NA,"SXM"
"4281",2000,8.2,5,9.8,8,"SVK"
"4282",2001,7.9,4.8,9.4,8,"SVK"
"4283",2002,7.6,4.6,9.1,7,"SVK"
"4284",2003,7.3,4.3,8.8,7,"SVK"
"4285",2004,7.1,4,8.5,7,"SVK"
"4286",2005,6.8,3.8,8.2,7,"SVK"
"4287",2006,6.6,3.6,7.9,6,"SVK"
"4288",2007,6.4,3.5,7.7,7,"SVK"
"4289",2008,6.1,3.4,7.4,6,"SVK"
"4290",2009,5.9,3.4,7.2,6,"SVK"
"4291",2010,5.8,3.3,7,6,"SVK"
"4292",2011,5.6,3.3,6.8,6,"SVK"
"4293",2012,5.5,3.3,6.6,6,"SVK"
"4294",2013,5.3,3.2,6.5,6,"SVK"
"4295",2014,5.2,3.1,6.4,5,"SVK"
"4296",2015,5.1,3.1,6.2,6,"SVK"
"4297",2016,5,3,6.1,6,"SVK"
"4298",2017,4.9,3,6,5,"SVK"
"4299",2018,4.9,3,5.9,NA,"SVK"
"4300",2019,4.8,3,5.8,NA,"SVK"
"4301",2000,4.6,3.2,5.5,12,"SVN"
"4302",2001,4.3,3.1,5.2,10,"SVN"
"4303",2002,4.1,2.9,4.9,11,"SVN"
"4304",2003,3.9,2.8,4.7,10,"SVN"
"4305",2004,3.7,2.6,4.4,11,"SVN"
"4306",2005,3.5,2.4,4.2,10,"SVN"
"4307",2006,3.3,2.3,4,8,"SVN"
"4308",2007,3.1,2.1,3.8,8,"SVN"
"4309",2008,2.9,2,3.6,8,"SVN"
"4310",2009,2.8,1.9,3.4,8,"SVN"
"4311",2010,2.6,1.8,3.2,8,"SVN"
"4312",2011,2.5,1.7,3.1,8,"SVN"
"4313",2012,2.4,1.6,2.9,7,"SVN"
"4314",2013,2.3,1.5,2.8,7,"SVN"
"4315",2014,2.2,1.5,2.7,7,"SVN"
"4316",2015,2.1,1.4,2.6,7,"SVN"
"4317",2016,2,1.4,2.5,7,"SVN"
"4318",2017,2,1.3,2.4,7,"SVN"
"4319",2018,1.9,1.3,2.3,NA,"SVN"
"4320",2019,1.8,1.3,2.3,NA,"SVN"
"4321",2000,49.43351285,26.4361222,74.55079974,400,NA
"4322",2001,48.62861963,26.06519319,73.49037864,395,NA
"4323",2002,47.82897936,25.7274229,72.26212312,390,NA
"4324",2003,47.02200724,25.39725699,70.97390214,383,NA
"4325",2004,46.09837653,25.07460346,69.5326256,369,NA
"4326",2005,44.7968231,24.74047425,67.51552814,351,NA
"4327",2006,43.33086386,24.38476618,64.91017617,334,NA
"4328",2007,42.48679681,24.04863265,62.49139368,320,NA
"4329",2008,41.95176377,23.72761685,60.35032452,308,NA
"4330",2009,40.78858811,23.42747149,57.65156783,300,NA
"4331",2010,39.45025925,23.120998,54.83536275,293,NA
"4332",2011,38.53133157,22.85479037,52.91375109,287,NA
"4333",2012,37.83263077,22.59116651,51.39080463,282,NA
"4334",2013,36.92561592,22.31277395,49.9195839,276,NA
"4335",2014,36.2692934,22.03049245,48.8631259,273,NA
"4336",2015,35.38423322,21.7346598,47.53421705,268,NA
"4337",2016,34.60165192,21.4063815,46.06486597,264,NA
"4338",2017,33.92980132,21.06196387,44.93765593,259,NA
"4339",2018,33.05567663,20.7042595,43.69498992,NA,NA
"4340",2019,32.32778064,20.32951271,42.57930843,NA,NA
"4341",2000,25.6,12.8,30.7,245,"SLB"
"4342",2001,25.3,12.7,30.4,233,"SLB"
"4343",2002,25.1,12.6,30.1,222,"SLB"
"4344",2003,24.9,12.5,29.8,210,"SLB"
"4345",2004,24.7,12.3,29.6,199,"SLB"
"4346",2005,24.4,12.1,29.3,188,"SLB"
"4347",2006,24.1,11.9,28.9,177,"SLB"
"4348",2007,23.8,11.7,28.4,172,"SLB"
"4349",2008,23.3,11.4,27.8,159,"SLB"
"4350",2009,22.8,11.1,27.1,152,"SLB"
"4351",2010,22.2,10.8,26.4,141,"SLB"
"4352",2011,21.6,10.5,25.6,134,"SLB"
"4353",2012,21,10.1,24.9,127,"SLB"
"4354",2013,20.5,9.8,24.2,122,"SLB"
"4355",2014,19.9,9.5,23.4,120,"SLB"
"4356",2015,19.3,9.2,22.7,112,"SLB"
"4357",2016,18.8,8.9,22,108,"SLB"
"4358",2017,18.2,8.6,21.4,104,"SLB"
"4359",2018,17.7,8.4,20.7,NA,"SLB"
"4360",2019,17.1,8.1,20,NA,"SLB"
"4361",2000,104.4,44.7,172.7,1210,"SOM"
"4362",2001,104.4,44.9,172.7,1170,"SOM"
"4363",2002,104.4,45.3,172.7,1140,"SOM"
"4364",2003,104.4,45.6,172.7,1100,"SOM"
"4365",2004,104.4,45.7,172.7,1080,"SOM"
"4366",2005,104.4,45.9,172.6,1040,"SOM"
"4367",2006,104,45.9,172,1040,"SOM"
"4368",2007,103,45.5,170.1,1030,"SOM"
"4369",2008,101.1,45,166.5,1010,"SOM"
"4370",2009,98.7,44.3,161.9,994,"SOM"
"4371",2010,96.2,43.6,157.4,985,"SOM"
"4372",2011,93.8,42.9,152.8,955,"SOM"
"4373",2012,91,42.4,147.8,943,"SOM"
"4374",2013,88.4,41.6,143,893,"SOM"
"4375",2014,85.9,40.8,138.4,878,"SOM"
"4376",2015,83.6,40,134.3,855,"SOM"
"4377",2016,81.4,39.3,130.3,865,"SOM"
"4378",2017,79.1,38.7,126.1,829,"SOM"
"4379",2018,76.8,38.1,122,NA,"SOM"
"4380",2019,74.8,37.4,118.3,NA,"SOM"
"4381",2000,47.7,16.9,71.5,160,"ZAF"
"4382",2001,47.8,16.4,73.1,168,"ZAF"
"4383",2002,47.9,15.9,74.3,177,"ZAF"
"4384",2003,48.4,15.4,75.7,186,"ZAF"
"4385",2004,49.4,14.8,77.7,195,"ZAF"
"4386",2005,49.4,14.4,78.8,201,"ZAF"
"4387",2006,48.7,13.9,79.2,201,"ZAF"
"4388",2007,46.6,13.4,75.3,199,"ZAF"
"4389",2008,43,13,68.9,191,"ZAF"
"4390",2009,38.4,12.5,60.3,179,"ZAF"
"4391",2010,34.4,12,52,171,"ZAF"
"4392",2011,32.1,11.6,45.6,161,"ZAF"
"4393",2012,31,11.3,41.5,143,"ZAF"
"4394",2013,30.1,11.1,39.3,133,"ZAF"
"4395",2014,29.4,11,37.6,128,"ZAF"
"4396",2015,28.6,11.1,36.3,125,"ZAF"
"4397",2016,28,11.1,35.2,122,"ZAF"
"4398",2017,27.6,11.1,34.6,119,"ZAF"
"4399",2018,26.9,11,33.9,NA,"ZAF"
"4400",2019,26.3,10.8,33,NA,"ZAF"
"4401",2000,68.6,46.2,93.3,395,NA
"4402",2001,66.3,44.8,89.7,379,NA
"4403",2002,64.1,43.5,86.2,361,NA
"4404",2003,62,42.2,82.9,344,NA
"4405",2004,60,40.9,79.9,327,NA
"4406",2005,58,39.7,76.6,309,NA
"4407",2006,56,38.6,73.6,293,NA
"4408",2007,54.1,37.6,70.6,278,NA
"4409",2008,52.2,36.5,67.7,263,NA
"4410",2009,50.3,35.5,64.8,249,NA
"4411",2010,48.4,34.4,61.9,235,NA
"4412",2011,46.5,33.4,59.1,222,NA
"4413",2012,44.6,32.3,56.4,210,NA
"4414",2013,42.8,31.2,53.8,199,NA
"4415",2014,41.1,30.1,51.3,190,NA
"4416",2015,39.3,29.1,48.8,179,NA
"4417",2016,37.7,28.1,46.5,169,NA
"4418",2017,36.1,27,44.3,163,NA
"4419",2018,34.5,26,42.2,NA,NA
"4420",2019,33.1,24.9,40.3,NA,NA
"4421",2000,68.65814399,46.18669582,93.30056111,395,NA
"4422",2001,66.34995517,44.83165557,89.72396257,379,NA
"4423",2002,64.09836892,43.49169444,86.20744487,361,NA
"4424",2003,62.03939856,42.17217274,82.93162904,344,NA
"4425",2004,60.0053328,40.89508201,79.90337818,327,NA
"4426",2005,57.9797978,39.7767833,76.62038237,309,NA
"4427",2006,56.02816219,38.61125424,73.56357253,293,NA
"4428",2007,54.09540033,37.52492352,70.63342081,278,NA
"4429",2008,52.18543587,36.54586444,67.66045068,263,NA
"4430",2009,50.26892404,35.51425109,64.89436898,249,NA
"4431",2010,48.36597206,34.39938556,61.95019296,235,NA
"4432",2011,46.50671839,33.33917792,59.1260963,222,NA
"4433",2012,44.64974164,32.27450109,56.45054862,210,NA
"4434",2013,42.79623312,31.18664481,53.79386349,199,NA
"4435",2014,41.08920854,30.12221115,51.27041575,190,NA
"4436",2015,39.29434342,29.08866295,48.81722681,179,NA
"4437",2016,37.65100235,28.06991985,46.51543358,169,NA
"4438",2017,36.06990537,27.00647596,44.28606398,163,NA
"4439",2018,34.55494243,26.03388997,42.14577973,NA,NA
"4440",2019,33.1118778,24.8635538,40.27121393,NA,NA
"4441",2000,108.9,56,181.2,1730,"SSD"
"4442",2001,104.1,54.9,172.1,1690,"SSD"
"4443",2002,99.5,53.5,163.4,1660,"SSD"
"4444",2003,95,52.3,155.1,1610,"SSD"
"4445",2004,90.7,51,147.3,1550,"SSD"
"4446",2005,86.6,49.8,139.7,1480,"SSD"
"4447",2006,82.8,48.5,132.7,1410,"SSD"
"4448",2007,79.1,47.1,126.1,1330,"SSD"
"4449",2008,75.7,45.7,119.9,1250,"SSD"
"4450",2009,72.4,44.3,114,1170,"SSD"
"4451",2010,69.2,43,108.4,1100,"SSD"
"4452",2011,66.4,41.7,103.5,1070,"SSD"
"4453",2012,64.5,40.9,100,1050,"SSD"
"4454",2013,63.6,40.4,98.3,1090,"SSD"
"4455",2014,63.3,40.3,97.9,1140,"SSD"
"4456",2015,63.3,40.3,97.9,1110,"SSD"
"4457",2016,63.3,40.4,97.9,1130,"SSD"
"4458",2017,63.3,40.5,97.9,1150,"SSD"
"4459",2018,63.3,40.4,97.9,NA,"SSD"
"4460",2019,63.3,40.3,97.9,NA,"SSD"
"4461",2000,4.4,2.8,5.4,5,"ESP"
"4462",2001,4.3,2.7,5.3,5,"ESP"
"4463",2002,4.2,2.7,5.1,5,"ESP"
"4464",2003,4.1,2.6,5,5,"ESP"
"4465",2004,3.9,2.5,4.9,5,"ESP"
"4466",2005,3.8,2.4,4.7,5,"ESP"
"4467",2006,3.7,2.3,4.5,4,"ESP"
"4468",2007,3.6,2.2,4.4,4,"ESP"
"4469",2008,3.4,2.2,4.2,4,"ESP"
"4470",2009,3.3,2.1,4,4,"ESP"
"4471",2010,3.1,2.1,3.8,4,"ESP"
"4472",2011,3,2.1,3.7,4,"ESP"
"4473",2012,2.9,2.1,3.6,4,"ESP"
"4474",2013,2.8,2,3.5,4,"ESP"
"4475",2014,2.8,2,3.4,4,"ESP"
"4476",2015,2.7,1.9,3.3,4,"ESP"
"4477",2016,2.7,1.9,3.3,4,"ESP"
"4478",2017,2.7,1.9,3.3,4,"ESP"
"4479",2018,2.7,1.8,3.3,NA,"ESP"
"4480",2019,2.7,1.8,3.3,NA,"ESP"
"4481",2000,14.2,9.7,16.5,56,"LKA"
"4482",2001,13.7,9.1,16,53,"LKA"
"4483",2002,13.4,8.5,15.5,50,"LKA"
"4484",2003,13,7.9,15.1,50,"LKA"
"4485",2004,17.7,7.6,28.9,48,"LKA"
"4486",2005,12.2,7,14.2,45,"LKA"
"4487",2006,11.6,6.9,13.5,47,"LKA"
"4488",2007,11,6.9,12.8,43,"LKA"
"4489",2008,10.5,6.8,12.2,42,"LKA"
"4490",2009,13.9,6.8,21.3,41,"LKA"
"4491",2010,9.8,6.4,11.4,38,"LKA"
"4492",2011,9.4,6.3,10.9,38,"LKA"
"4493",2012,8.9,6.1,10.4,37,"LKA"
"4494",2013,8.4,5.9,9.8,37,"LKA"
"4495",2014,7.9,5.5,9.3,36,"LKA"
"4496",2015,7.5,5.1,8.7,36,"LKA"
"4497",2016,7.1,4.8,8.2,36,"LKA"
"4498",2017,6.7,4.6,7.8,36,"LKA"
"4499",2018,6.4,4.4,7.5,NA,"LKA"
"4500",2019,6.2,4.2,7.2,NA,"LKA"
"4501",2000,19.8,16.6,23.8,NA,"KNA"
"4502",2001,18.9,16,22.7,NA,"KNA"
"4503",2002,18,15.3,21.6,NA,"KNA"
"4504",2003,17.2,14.6,20.6,NA,"KNA"
"4505",2004,16.5,13.9,19.8,NA,"KNA"
"4506",2005,15.9,13.3,19.1,NA,"KNA"
"4507",2006,15.5,12.8,18.6,NA,"KNA"
"4508",2007,15.2,12.4,18.1,NA,"KNA"
"4509",2008,14.9,12.1,17.9,NA,"KNA"
"4510",2009,14.7,11.8,17.7,NA,"KNA"
"4511",2010,14.6,11.7,17.5,NA,"KNA"
"4512",2011,14.5,11.6,17.4,NA,"KNA"
"4513",2012,14.5,11.5,17.4,NA,"KNA"
"4514",2013,14.5,11.5,17.3,NA,"KNA"
"4515",2014,14.3,11.4,17.2,NA,"KNA"
"4516",2015,14.1,11.2,16.9,NA,"KNA"
"4517",2016,13.9,11.1,16.6,NA,"KNA"
"4518",2017,13.6,10.8,16.2,NA,"KNA"
